start	end	text
2261520	2266400	candidatos que nos acompañan esta noche en el primer debate presidencial, el tema económico,
2266400	2272880	sumamente importante por el que está atravesando nuestro país la crisis, vamos a abordarlo a
2272880	2288000	continuación. Y ahora conozcamos, por favor, el orden de intervenciones.
2291480	2298080	Economía, orden de intervención. El orden de intervención de los candidatos fue realizado
2298080	2303040	mediante sorteo notariado con los delegados de cada partido político y se realiza de la siguiente
2303040	2309920	manera. Primera intervención, Johnny Fernández Aucedo, alianza fuerza del pueblo. Segunda
2309920	2315840	intervención, Jorge Tutokiro Garramírez, alianza libertad y democracia. Tercera intervención,
2315840	2322520	Samuel Doria Medina, alianza unidad. Cuarta intervención, Manfred Reyes Villa, autonomía
2322520	2329080	para Bolivia, súmate. Quinta intervención, Eduardo del Castillo del Carpio, Movimiento a Socialista.
2334320	2337760	Es el orden de intervención en el eje económico y ya lo habíamos dicho hay un
2337760	2342320	sorteo previo notariado, comenzamos con el candidato Johnny Fernández tiene tres
2342320	2347760	minutos para explicarle al país su programa económico, adelante candidato. Muchas gracias,
2348120	2354440	Bolivia está pasando por una crisis muy profunda y no es con medidas parciales, no son con
2354440	2360640	medidas a medias ni tampoco con recetas traídas traídas de afuera porque eso no ha dado resultado
2360640	2366080	ni en el pasado ni en el presente. Queremos un futuro mejor para nuestra Bolivia pero atrevamos
2366080	2372640	no a hacer lo siguiente. Primero hay que hacer una reforma constitucional, reforma el Código
2372640	2377840	Tributario, reforma la ley de inversiones porque son leyes marcos para poder reactivar la
2377840	2385360	economía del país. Segundo tenemos que reducir la burocracia, esa burocracia que está en este
2385360	2390000	momento no sólo en el poder ejecutivo, poder legislativo, en las instituciones que tiene el
2390000	2396560	estado. Nosotros proponemos la reducción de un 30 por ciento, ojo esto es importante para optimizar
2396560	2402000	los recursos económicos y no estar gastando en burocracia y en gastos innecesarios que hasta
2402000	2408560	ahora el estado ha estado gaste que gaste y lo único que hemos visto es lo que hoy tenemos, déficit,
2408560	2414480	inflación que es lo que está en este momento apretando a los bolivianos. La reducción gradual de
2414480	2422040	la subvención de los carburantes, eso es importante, nosotros no vamos a tomar una media de shock de
2422040	2429000	decir mañana va a costar tanto 100, 200, 300, 400 por ciento más los carburantes, va a ser gradual
2429000	2435240	para que el impacto no afecte a la economía de los más humildes sobre todo. Vamos a liberar
2435240	2440920	las exportaciones, eso es importante, darle las condiciones a todos los que producen a lo que
2440920	2446520	exportan para que ya no haya más restricciones y ellos puedan salir y vender su producto y traer
2446520	2455280	divisas al país. Otra de las propuestas importantes que tenemos es autorizar el uso de transgénicos
2455280	2462200	para incrementar la producción y así evitar los desmontes y las quemas que tenemos en nuestros
2462200	2470040	bosques, de esta manera habilitaremos a nuestro país también para que sea asesible a través de los
2470040	2476400	bonos de carbono más ingresos para los bolivianos. Para frenar la crisis también tomaremos medidas
2476400	2483280	inmediatas, una de esas medidas es el perdonazo tributario, hay mucha gente, pequeños, medianos
2483280	2490720	y grandes empresarios que en este momento están sometidos a lo que ha sido ese aogo que impuestos
2490720	2497320	internos ha puesto como prioridad para los pequeños y medianos empresarios. El perdonazo tributario
2497320	2503840	es para las multas, los intereses, el capital omitido se mantiene y será pagado también en
2503840	2510160	cuotas, eso obviamente va a liberar de esta situación complicada que están viviendo muchos
2510160	2516320	contribuyentes, que se les ha rematado sus bienes, que muchos están con retenciones, otros están en
2516320	2522040	peligro de cerrar sus empresas, hay que habilitarlas económicamente con este tipo de medidas. También
2522040	2529120	estamos hablando de la nacionalización de los autos indocumentados para poder generar recursos
2529120	2534320	para Bolivia. Tiempo candidato, perdón tiempo, vamos a ser muy claros con esto, nosotros aquí en el
2534320	2538680	programa en el marco del debate, cada uno de los candidatos tiene tres minutos en este bloque de
2538680	2546160	economía para explicar su programa y su propuesta en base al eje temático economía. Después vendrán
2546160	2551800	obviamente las intervenciones de las preguntas, habrá una pregunta, hay un orden para que los
2551800	2557080	puedan preguntarse entre candidatos de acuerdo a sorteo, luego de la pregunta efectivamente viene
2557080	2566360	la respuesta y si corresponde la duplica también. Así es, todo está cronometrado. Por eso los
2566360	2571760	candidatos están escuchando atentamente la propuesta de los otros candidatos, es turno de, de acuerdo
2571760	2577680	al orden, de que Jorge Tuto Quiroga le pregunte en 15 segundos, a partir de lo que ha expuesto,
2577680	2583120	Johnny Fernández, si tiene alguna duda, alguna consulta. Adelante, Jorge. Gracias, Johnny,
2583120	2588840	en el foro europecuario se habló de la importancia de garantizar la propiedad privada con tierra
2588840	2594640	titulada para quien la trabaja, produce, exporta y comercia. ¿No estuviste en este foro? ¿Respaldas
2594640	2601280	esa propuesta? Johnny Fernández. Siempre que esté en el marco de la constitución, porque tenemos
2601280	2606120	una constitución en este momento vigente. Mientras no sea reformada esta constitución,
2606120	2610480	no podemos hablar en este momento de tomar medidas inmediatas, son medidas, yo creo,
2610480	2617040	a mediano plazo, y hay que ver primero, en esta constitución se determina claramente que la
2617040	2621680	seguridad jurídica no es solo para el ciudadano común, sino para todo el que produce, para todo el
2621680	2626760	que está en el comercio, la industria, para todo el que trabaja la tierra, también hay que hacer
2626760	2632880	respetar esta constitución y vamos a poder así avanzar. Hay que cambiar algunos elementos
2632880	2639160	fundamentales en lo que son medidas que se han ido tomando desde el poder ejecutivo en gestiones
2639160	2645560	anteriores, que lo único que hacen es desincentivar la inversión en producción y lo que hacen en
2645560	2653480	este momento. Bien, tiempo, tuto, réplica. Gracias Johnny, estoy planteando una revolución
2653480	2659400	propietaria, que los bolivianos seamos dueños de nuestro destino, sujetos de crédito, agentes
2659400	2666840	económicos activos, nadie cuida lo ajeno, todos cuidamos lo propio, y caminando por Bolivia,
2666840	2673400	recorriendo los mercados, tú tienes experiencia como alcalde, las caseras piden, propiedad titulada
2673400	2678360	de sus puestos de venta, vamos a hacer una ley para hacerlo, me interesaría ver como alcalde si
2678360	2685480	respaldas esa propuesta. Hay que trabajar en dos ángulos, el primero, las APP, alianzas
2685480	2690400	público-privado, donde el sector público y el sector privado puedan invertir en este tipo de
2690400	2696640	emprendimiento, el segundo, el privado, generando primero confianza y seguridad jurídica para las
2696640	2702200	inversiones, creemos que ese es el camino correcto para poder así tener mayores inversiones en
2702200	2708160	Bolivia, otra cosa importante son los pequeños y medianos empresarios quienes deben detener el
2708160	2714480	apoyo del Estado, no así sacrificarlos con impuestos. Muy bien muchas gracias, si se quedaron
2714480	2721240	con dudas aquí hay, pregunta, la pregunta, réplica, duplica, pero bueno, si quieren preguntar mucho
2721240	2725360	más, más adelante va a tener la oportunidad, seguimos en el eje temático, le consulta Samuel
2725360	2732480	Doria Medina, Johnny Fernández en 15 segundos, por favor. Gracias Cecilia, normalmente cuando uno
2732480	2740240	busca un ascenso tiene que tener ciertos credenciales de lo que ha hecho donde está, yo quisiera saber
2740240	2747680	que lo ha hecho Johnny en la alcaldía para creer que puede ir a la presidencia. Apoyar a todos
2747680	2753120	los emprendimientos basado en la ley que es esta la constitución y la ley de municipalidades,
2753280	2757800	y usted es un ejemplo, quién fue el que le dio la autorización para que construya sus edificios,
2757800	2761440	quién fue el que le no le puso trabas para que usted haga inversión en Santa Cruz,
2761440	2767640	lo mismo voy a hacer como presidente, no poner trabas, liberar ya algunos, algunos
2767640	2772760	cuello de botella que tiene la ley de inversiones para que los empresarios bolivianos, extranjeros,
2772760	2778880	vengan, tengan seguridad jurídica, inviertan con confianza, generen empleo, no estamos mirando
2778880	2783440	de qué color político, usted es de otro color político, nunca le pusimos trabas para que usted
2783440	2789480	construya en Bolivia y siga generando empleo y lo haremos con todos lo que quieran emprender nuevos
2789480	2796840	proyectos en Bolivia, porque de eso se trata en este momento. Samuel, adelante. Además de que no
2796840	2804280	haya trabas, que ahora hay bastantes, ¿cómo va a incentivar la inversión privada, nacional y
2804280	2809200	extranjera en el país? Lo primero que tenemos que hacer es cambiar la ley de inversiones,
2809200	2815800	tenemos que hacer una serie de modificaciones, la ley tributaria, tenemos que darle seguridad jurídica
2815800	2819760	para los que quieren invertir, los que quieren venir con recursos, nadie va a invertir si las
2819760	2826240	reglas como están en este momento no son, no le dan garantía al que viene y quiere emprender
2826240	2831320	algún negocio, es la seguridad jurídica, lo primero que tenemos que trabajar, lo segundo que
2831320	2837640	tenemos que trabajar es que el estado impulse, apoye a todos esos emprendimientos, ya sean pequeños,
2837640	2842120	medianos o grandes para que se puedan instalar nuevas empresas y nuevos negocios. Gracias,
2842120	2847000	candidato. Me toca la pregunta al candidato Manfred Reyes Villa, al candidato Johnny Fernández,
2847000	2853200	Manfred, adelante. Johnny, has manifestado el otro día, te he escuchado decir hablar de Bolivia
2853200	2859920	360, que hubiéramos traído un modelo de afuera, modelo económico, quisiera saber cuál es el
2859920	2865480	documento que hemos firmado, de qué se trata, que le expliques aquí a la población boliviana o
2865480	2873440	que le muestres. Muy buena la pregunta porque ustedes estuvieron en Boston, creo que excepto un
2873440	2881200	candidato y ustedes saben a qué fueron y ustedes saben que hubo una reunión secreta y ustedes
2881200	2888560	saben que firmaron un documento y lo voy a revelar al país porque si uno quiere ser Presidente tiene
2888720	2894320	que ser honesto con el pueblo, yo no recibo instrucción en mi receta, mi candidatura no está financiada
2894320	2901600	por nadie, ni nacional, ni internacional. Segundo, lo que usted manifiesta es este documento,
2901600	2908640	esto es lo que han firmado, esto es la receta que han traído a Bolivia, yo no voy a ir a
2908640	2913320	tres recetas de afuera, con el país, con los bolivianos estoy construyendo un proyecto diferente
2913320	2918360	de justicia social. Gracias candidato. Yo creo que hoy vas que nunca tenemos que ser
2918360	2923040	responsables frente al pueblo boliviano y no mentir y molestar cualquier papel,
2923040	2929720	ninguna receta se ha firmado, hemos sido escuchar la situación crítica económica por los diferentes
2929720	2934600	organismos internacionales de la situación como se encuentra Bolivia, lamento que no te hayan
2934600	2940640	invitado y que no te hayan tomado en cuenta, pero que digas que hemos firmado realmente me parece
2940640	2946120	que es una total falacia de parte de alguien que quiere ser presidente Bolivia. Johnny.
2947400	2954080	Está, escúcheme, parece que no ha leído el tweet o en la página X del señor Claure,
2954080	2962000	yo lo denuncié y le dije a qué fueron ustedes a traer las recetas para imponer y tarvornos
2962000	2969520	y a levantar la subvención, liberar a Camacho y muchos otros temas más que están en este documento
2969680	2975200	y saben qué les quiero decir otra cosa, yo recetas de afuera no voy a traer a Bolivia,
2975200	2980120	porque nosotros los bolivianos tenemos dignidad y tenemos que ser responsables. Muchas gracias
2980120	2985360	candidato, es tiempo en este momento y en este instante de las preguntas al candidato Johnny
2985360	2990000	Fernández de parte de Eduardo del Castillo, candidato del Castillo adelante. Alcalde,
2990000	2994880	la siguiente pregunta, estamos en el área económica, queremos saber de manera su cinta qué
2994880	3000640	propuestas tiene para los emprendedores de nuestro país para que puedan acceder a créditos productivos.
3001760	3008840	Hay que crear y generar la confianza y la confianza es cambiando normativas, una de ellas la ley
3008840	3014760	de inversiones, como ya les he dicho, es claro, si la regla del juego no está clara, si no tenemos
3014760	3019920	seguridad jurídica para la inversión, si mañana vos deberás invertir y mañana te nacionalizan
3019920	3025840	tus empresas qué seguridad jurídica tenés. Segundo, tenés que apoyar con crédito, tenés
3025840	3030600	que apoyar también desde los de las etas, como también del gobierno nacional, hacer
3030600	3036040	esas alianzas estratégicas público-público para impulsar el desarrollo productivo, pero también
3036040	3041840	nosotros proponemos las alianzas público-privado, qué es lo que nos está dando resultado acá en
3041840	3047820	la región y estoy seguro que en Bolivia, generándole confianza y leyes claras, van a invertir los
3047820	3052980	pequeños, los medianos y los grandes empresarios. Muchas gracias candidato repregunta, candidato
3052980	3056460	el Castillo. Muchas gracias alcalde, hemos visto que ha escuchado alguna de las propuestas que hemos
3056460	3061380	planteado como el movimiento socialismo, alguna las ha recogido su persona, pero la pregunta específica
3061380	3066340	era qué facilidad le va a dar a los emprendedores, a las emprendedoras en nuestro país para que
3066340	3071540	puedan acceder al crédito, precisamente el movimiento al socialismo ha desarrollado el crédito
3071540	3077220	vida, darle créditos para las personas productivas, las personas que producen con sus manos en todo
3077220	3082260	el territorio nacional, con tasas de interés muy vacas, pero con periodos de gracia para que los
3082260	3088460	bancos el día de mañana no estén aficiando a las familias productoras. Eso lo están diciendo
3088460	3093820	ustedes, pero ustedes cuando hablaron en el gobierno de Luis Arce, dijeron que iban a dar un
3093820	3098900	crédito del 7% para los jóvenes emprendedores, veanlo en este momento las estadísticas,
3098900	3104820	nadie está ni quiere meterse en ese tipo de crédito, porque no hay las condiciones,
3104820	3109060	no hay las garantías, que el estado debe darle al quien quiere emprender, el que quiere tener
3109060	3114700	un pequeño mediano negocio, creo que es ahí la traba, y la traba son los temas impositivos,
3114700	3118660	que es mucha carga tributaria la que no te deja avanzar ni invertir en Bolivia.
3118660	3123180	Muchísimas gracias candidato Johnny Fernández, usted comprenderá y ha visto el ejercicio que
3123180	3127900	como realizado y los segundos que tiene cada uno de los candidatos tanto para su exposición como
3127900	3132900	para sus respuestas son crucias. Sin duda alguna, no se pueden pasar un segundo y por eso tenemos
3132900	3137540	el cronómetro permanentemente en la pantalla, pero tenemos que avanzar, hemos escuchado al primer
3137540	3142060	candidato Johnny Fernández con las diferentes preguntas también posteriormente de todos los
3142060	3145860	candidatos esta noche presentes en el debate. Estamos hablando del área económica al turno
3145860	3150980	del candidato de la Alianza Libre, estamos hablando de Jorge Tutokiroga, tres minutos
3150980	3156900	candidato para su exposición al país de su propuesta económica. Las familias bolivianas
3156900	3164620	estamos angustiadas, el sufrimiento es profundo, la economía está estancada, la actividad económica
3164620	3172540	se ha contraído el último trimestre, la inflación ha tenido el nivel más alto en el último mes,
3173540	3181020	esa angustia necesita respuestas, cuatro componentes primero es estabilidad, se recupera
3181020	3186580	estabilidad con un proyecto internacional que nos traiga los dólares para recuperar la
3186580	3193020	confianza, para devolvérselos a los ahorristas, para que nunca más te quiten una parte cuando te
3193020	3200540	envían remesas de fuera que vuelva a funcionar el bolsín, con ese programa nunca más el banco
3200540	3208660	central prestandole al gobierno para que durante 20 años siga la gastadera y la robadera que parece
3208660	3214420	que es inofensiva, pero cuando vas al mercado no puedes comprar pollo, aceite, la carne es un lujo
3214420	3221140	extraordinario por esa inflación disparada, para garantizar el suministro de combustibles sin
3221140	3228380	corrupción sin colas con este programa de estabilización que planteamos hacer, incluyendo el
3228380	3233980	garantizar que alcaldías, universidades y gobernaciones que están enfrentando problemas tengan
3233980	3240260	viabilidad, ese es un puente de estabilidad que es una parte, el resto es el crecimiento a
3240260	3247140	futuro, cambiando toda la legislación de hidrocarburos, de minería, de litio, de agropecuaria,
3247140	3256180	bajando los impuestos a 10, 10, 10, al IVA, a utilidades, al salario, ese IVA que se denomina,
3256180	3264580	abrirnos a la inversión que trae divisas, generar exportación que te trae divisas 750 mil empleos en
3264580	3271420	cinco años, estabilidad con crecimiento, tercero, cambiar el sistema de propiedad para siempre,
3271420	3278420	nunca más país de proletarios, país de propietarios, dueños de nuestro destino, fondo de inversiones,
3278420	3285060	de todo lo que tengamos de litio y errugaz, cada ciudadano boliviano, 18 años o más,
3285060	3292180	agente económico activo, sujeto de crédito, puedes emprender, puedes trabajar, puedes ser dueño de
3292180	3297620	tu destino, lo mismo en la tierra, titulada individualmente, lo mismo en los puestos de los
3297620	3304340	mercados, y además de eso, llevar a Bolivia con estabilidad, con crecimiento, con propiedad,
3304340	3311740	al mundo del siglo XXI, ya no más resagados y analógicos, digital, todo en tu celular,
3311740	3318340	sin colas, sin extorsión, todos los trámites electrónicos, para mostrar a Bolivia que vamos
3318340	3323740	a entrar en ese mundo, con criptominería, generando centros de datos, centro de inteligencia
3323740	3328860	artificial, la gente joven quiere entrar al mundo digital, eso vamos a hacer, la noche de 20 años
3328860	3334100	termina, el amanecer de un nuevo eterno día de prosperidad llega, el 17 de agosto.
3335100	3339660	Muchísimas gracias, y siguiendo el orden de las intervenciones, el primero en consultar a
3339660	3342780	tuto Quiroga es Samuel Doria Medina, Samuel adelante por favor.
3343780	3352820	Gracias Cecilia, he visto que varios te critican porque cuando fuiste presidente el
3352820	3359620	desempleo aumentó del 5 al 8 por ciento y en el gobierno del general báncer que fuiste parte
3359620	3367620	el crecimiento bajó. Recordamos a todos los candidatos, sea muy puntuales, los segundos corren,
3368060	3374900	adelante. Gracias, miremos para adelante, no por el retrovisor, 98 2003 fue la media década
3374900	3380660	perdida, el vecindario se vino abajo, Bolivia siguió avanzando con inflación baja, traemos
3380660	3386340	inversión, se desarrollaron los gasoductos, se certificaron reservas, hicimos y mucha gente
3386340	3392900	me lo recuerda y en las alcaldías lo veían, el programa de empleo, el plan que compensaba las
3392900	3398660	dificultades sociales que se enfrentaban. Hoy lo importante es que vamos a hacer para adelante y
3398660	3404900	para adelante vamos a transformar la economía boliviana devolviéndole estabilidad al principio,
3404900	3409660	transformando toda la legislación, atraiendo inversión, abriendo mercados, generando
3409660	3416380	exportaciones y garantizando 750 mil empleos en cinco años. Muy bien, Samuel Doria Medina por
3416380	3424060	favor, 30 segundos. Decía la última parte de que en su gobierno también el crecimiento económico
3424060	3433620	bajó, entonces qué nos garantiza de que él pueda hacer de que el desempleo baje y que el crecimiento
3433620	3445100	suba. Veos reloj corriendo. Samuel, tú sabes perfectamente que en esa época Sudamérica se
3445100	3452020	vino abajo, 98-2003 era la media década perdida, Brasil cayó, Argentina se cayó, Uruguay tuvo que
3452020	3457620	hacer default de la deuda, acá se siguió creciendo, la inflación era uno por ciento al año, se
3457620	3462740	atrajo inversión, se certificó reservas, se hizo gasoductos, se condonó la deuda externa, se
3462740	3468780	ayudó a los más pobres, eso nos da la credibilidad y capacidad para decirle a Bolivia que vamos a
3468780	3474300	responder a los desafíos de las familias bolivianas hoy. Gracias candidato, turno de la pregunta del
3474300	3480460	candidato de Sumate, Manfred Reyes Villa a Jorge Tutokiroga de la Alianza Libra delante de Manfred.
3482060	3487500	Tuto, dime, siempre en tu programa de gobierno has hablado que vas a traer 12 mil millones de
3487500	3493940	dólares del Fondo Monetario Internacional y tú sabes que mi ley ha tardado un año y medio para
3493940	3502500	traer 20 mil millones, ¿cómo lo vas a hacer tú hasta Navidad? Manfred es clara la diferencia,
3502500	3508540	en Bolivia hace muchos años que no recurrimos a los organismos, algún momento fuimos el país
3508540	3514460	líder en eliminar y condonar toda la deuda externa multilateral para dedicarla y ayudar a los más
3514460	3520260	pobres, a los más necesitados y era un programa innovador, este no lo es, este es un programa de
3520260	3527300	salvataje de balanza de pagos, Argentina no tenía credibilidad alguna y tuvo que recuperarla,
3527300	3533540	nosotros tenemos la credibilidad y por eso con esa credibilidad queremos darle respuesta a las
3533540	3539380	familias bolivianas, ya hubo la devaluación y en la calle dólar se disparó, la inflación se
3539380	3545540	disparó, los recursos internacionales garantizan la anestesia y transfusión de sangre para salvar
3545540	3552460	al paciente y lo vamos a hacer. Gracias, gracias. Bueno tú conoces la calificación riesgo país,
3552460	3557380	en realidad 12 mil millones de dólares que te dé el Fondo Monetario Internacional seguramente
3557380	3562740	va a tardar mucho tiempo, además te va a colocar una camisa de fuerza, seguramente vas a tener que
3562740	3570180	subir el IVA del 13 al 15%, vas a tener que despedir todas las empresas, es decir qué más vas a
3570180	3575060	poder hacer para cumplir con el Fondo Monetario Internacional porque no vas a tener soberanía
3575060	3583100	económica lo que necesita el país. Manfred, el pueblo está sufriendo, las familias bolivianas
3583100	3589740	están con una angustia muy grande, la inflación ya se disparó, la devaluación ya llegó, lo que al
3589740	3595180	país le falta es una inyección de dólares para salvar la economía, Papá Noel no trae dólares,
3595180	3601060	tenemos que hacer ese programa y nosotros vamos a parar la gastadera y la robadera, no porque nos
3601060	3605820	digan de afuera, porque eso es lo que el pueblo demanda, la gente quiere dólares, vamos a darle al
3605820	3610740	país estabilidad, sin estabilidad y dólares, no hay futuro, lo vamos a garantizar. Muy bien,
3610740	3616260	muchísimas gracias, es el turno del candidato Eduardo del Castillo que tiene 15 segundos para
3616260	3622540	preguntarle a Jorge Tuto, quiero gadrante candidato. Tuto hace un par de segundos, se está hablando del
3622540	3627780	foro agropecuario de la CAO y en ese evento dijiste que iba a cerrar todas las empresas públicas,
3627780	3633380	la pregunta es, van a cerrar el teleférico en la paz, van a privatizar el agua en Cochabamba o van a
3633380	3642540	vender el mutún aquí en Santa Cruz. Nosotros vamos a parar la gastadera y la robadera, no más fábricas
3642540	3648940	de miel, de papel, de cartón, ¿se acuerdan? Bolivianos de quipus, íbamos a hacer celulares de
3648940	3655780	qué sirvió, de absolutamente nada, aquí el tema, lo que se hacía es robar, adjudicando,
3655780	3663260	directamente sin licitación y después poner focas a que aplaudan a los gobernantes de turno y que le
3663260	3668700	vengan a amarrar los guatos, nosotros vamos a tener un gobierno racional, sin la gastadera,
3668700	3676020	sin la robadera, 14.600 millones de dólares en compras de bienes y servicios y en inversiones
3676020	3682620	que no sirven de nada, vamos a devolver la plata a salud y educación a lo que la gente necesita de su
3682620	3688340	gobierno. ¿Candidato? Primero el candidato dice que va a cerrar todas las empresas, hoy frente al
3688340	3692980	pueblo boliviano no se anima a decir lo mismo, las empresas públicas están generando utilidades,
3692980	3698540	la gestión 2024 ha generado 3.000 millones de utilidades que han sido redistribuidas en el
3698540	3703380	pueblo boliviano, en salud, en educación, en inversión, en programas y en proyectos, hablaba de
3703380	3708180	cartónbol, el año anterior ha generado una recaudación de 1.600 millones de bolivianos,
3708180	3713580	de equipos ha generado una recaudación de 5.000 millones de bolivianos, otra vez van a hipotecar
3713580	3722100	el sueño de los jóvenes en Bolivia. Bolivianos, nosotros, las empresas estratégicas y los
3722100	3727900	servicios van a ser tuyas, títulos de propiedad popular para todos y cada uno de los bolivianos,
3727900	3734380	vale 1.500 dólares puedes emprender, puedes juntarte con amigos, ser agente económico activo,
3734380	3740220	la gastadera de por ejemplo hacer fábricas de separación de gas y líquidos en la frontera
3740220	3745340	con Argentina que no sirven de nada fue para robar, la robadera y la gastadera no importa
3745340	3751020	cómo la disfrazense acaba el dinero del pueblo para el pueblo. Gracias candidato, recordemos que
3751020	3755060	estamos en el bloque económico y los candidatos están preguntando a los otros candidatos,
3755060	3760460	es el turno, el candidato Johnny Fernández le consulta en estos 15 segundos a Jorge Tuto Quiroga,
3760460	3766660	adelante Johnny. Gracias, Tuto, vos estás hablando de basta la gastadera y la robadera,
3766660	3773780	les voy a hacer dos preguntas, la primera, ¿estás de acuerdo con el indulto y sos presidente,
3773780	3780980	vas a dar indulto a los que están sindicados de corrupción? y segundo, candidato por favor.
3782980	3790100	No entiendo que tiene que ver eso con la economía o que hubiera en Boston si hubiera hablado de
3790100	3796820	liberar a Camacho, creo que estamos mezclando las cosas, conmigo la justicia no se va a usar como
3796820	3802420	ha sido ahora para darle impunidad a los que están gobernando y para perseguirnos a los que
3802420	3811300	pensamos diferente, todos los bolivianos merecen tener justicia y no que las medidas cautelares sean
3811300	3817820	para procesar y perseguir, ese es un tema que no es económico, en lo económico vamos a garantizar
3817820	3823580	nosotros estabilidad, con crecimiento, con apertura de mercados, con generación de empleo,
3823580	3828660	eso es lo que quiere Bolivia y con nosotros lo tendrán. candidato Fernández tiene 30 segundos
3828660	3833900	para eso. Tuto sabe dónde voy, aquí está la prueba, quien le dio indulto y se gastaron
3833900	3840220	más de 50 millones de dólares, disque para ir a defender la soberanía del mar, lo perdimos,
3840220	3845900	perdimos esa esperanza y perdimos 50 millones de dólares, eso es un malgato al estado y aquí
3845900	3851340	está la prueba, Evo Morales contigo, sellando el acuerdo para el indulto que te dieron de
3851340	3859180	todos los juicios que vos tenías. Johnny, no soy chileno, voy a defender siempre a Bolivia por
3859180	3864340	encima de las diferencias, ¿por qué me juiciaron y persiguieron mientras otros estaban bien
3864340	3869820	protegidos? por explorar hidrocarburos, que es lo que hoy día se falta, aquí o en Kawasi se descubrió
3869820	3875460	porque lo empezamos a explorar, me persiguieron, me criminalizaron cuando debieron reconocer lo
3875460	3880820	que era esa exploración, ¿qué pasó? se acabó la exploración, se acabó el gas, no hay 10,
3880820	3885860	no hay gasolina, por perseguir al opositor nos quedamos sin gas, sin diésel y gasolina,
3885860	3891660	si eso te ha gustado, qué pena. Muchas gracias, muchísimas gracias a ambos candidatos, vamos a
3891660	3897820	avanzar nosotros, eje económico, es la temática que estamos en este momento escuchando con las
3897820	3902580	preguntas también de los diferentes candidatos hacia el candidato que expone, es el turno de Samuel
3902580	3907260	Doria Medina, tiene tres minutos candidato para exponer su plan económico de cara al país.
3908940	3915620	Sé que en este momento los padres de familia están muy preocupados porque están teniendo que
3915620	3922740	gastar el dinero del futuro de sus hijos para alimentarlos y para educarlos hoy día, sé también
3922740	3930180	que los jóvenes que les era muy difícil conseguir un trabajo en este momento se les hace prácticamente
3930180	3938620	imposible y sabemos que todas las familias están muy preocupadas porque van a los mercados y la plata
3938620	3948820	no alcanza, este año vamos a terminar con una inflación en alimentos de 40%, pero además a causa
3948820	3958540	de ello si alguna boliviano ganaba 3500 bolivianos hace un año eran 500 dólares, hoy día esos 3500
3958540	3967140	bolivianos se han convertido solamente en 230 dólares haciendo a todos los bolivianos más pobres
3967140	3976540	entonces yo estoy aquí para hablar con todos ustedes de frente y claro porque sé que están
3976540	3985780	sufriendo la falta de empleo, la subida de precios, la escasez de productos, pero quiero decirles que
3985780	3995500	hay salida yo conozco la ruta para salir de esta situación porque tenemos que acabar con esta
3995500	4003340	situación de despilfarro, de corrupción y de responsabilidad, falta responsabilidad en el
4003340	4010420	manejo de la economía. Yo soy un empresario que tiene experiencia en hacer proyectos exitosos
4010740	4019420	en generar empleo, en sacar empresas de la quiebra y además razón y tomo decisiones de manera
4019420	4025580	diferente, cuando hay un problema yo busco la mejor gente, no como los políticos que buscan a sus
4025580	4032140	amigos, además yo tomo decisiones, no postergo la solución de los problemas, por eso voy a
4032140	4039940	abocarme a resolver los problemas sin buscar ninguna reelección, además quiero decirles que tengo
4039940	4046300	un plan para reducir la inflación, para que vuelvan los dólares y para que haya gasolina y
4046300	4052180	diesel para todos los bolivianos, pero también decirles de que estoy consciente de que tenemos que
4052180	4058100	terminar la fiesta del despilfarro de los políticos, no en 100 días, en las primeras 100 horas de
4058100	4065380	gobierno y que no haya más políticos que lleguen al poder para beneficiarse a sí mismos y
4065380	4073420	beneficiar a sus hijos y a sus familias. Tengo un plan para resolver lo más grave de la crisis
4073420	4082220	económica en 100 días y sé que no podemos postergar esto porque hay una sensación de urgencia y de
4082220	4089820	gran preocupación en todas las familias bolivianas, 100 días carajo. Muchas gracias, el primero en
4089820	4094300	preguntar esta noche al candidato Samuel Doria Medina, luego de su exposición sobre economía,
4094300	4100420	es MAMPRA Reyes Villan, 15 segundos, candidato adelante. Samuel, ¿cómo piensas estabilizar
4100420	4105980	la economía en tu plan y siempre nos has dicho que vas a utilizar los créditos de la Asamblea
4105980	4111660	cuando tú sabes que esos créditos ya vienen para un fin determinado, un proyecto para algunos
4111660	4118220	de los departamentos de Bolivia? Con todo gusto, primero hay que atacar el fondo del problema que
4118220	4126020	es el déficit fiscal, reduciendo el déficit fiscal vamos a poder hacer un fondo de estabilización y
4126020	4132620	una parte de esos recursos van a venir de créditos que no se han utilizado y MAMPRA es para tu
4132620	4139380	información, a la Argentina le han aceptado en un momento que cambie el objeto de los préstamos que
4139380	4146980	no se habían desembolsado, el Banco Mundial le aceptó, no hay por qué no se le acepte a Bolivia,
4146980	4153220	una vez que tengamos ese fondo de estabilización además vamos a levantar todos los obstáculos
4153220	4160980	a los exportadores y van a volver los dólares al país y volver la estabilidad. Pero Samuel,
4160980	4166860	¿cómo podrías reducir el déficit fiscal si tú has dicho que vas a mantener la subvención a la
4166860	4173660	gasolina y obviamente qué otra medida más vas a poner para bajar el déficit fiscal?
4175940	4181100	MAMPRA, el único que habla que va a mantener la subvención y que va a bajar el precio eres vos,
4181100	4188980	no, yo no miento, yo voy a eliminar las subvenciones que están beneficiando el contrabando de dísel a
